episode, show
776, [53 71 31 69 58 57 79 59 64 72 69 60 75 52 57 74]
777, [63 62 37 61 63 70 57 65 66 53 73 49 79 61 68 73]
778, [66 73 44 61 52 61 56 73 68 73 63 60 72 59 64 55]
779, [62 63 38 64 70 63 61 60 77 70 56 52 61 72 64 67]
780, [53 55 53 69 42 64 76 52 66 68 57 66 72 78 67 62]
781, [54 70 60 47 51 70 56 73 66 59 46 65 83 77 63 60]
782, [72 59 38 62 49 62 60 86 77 54 49 59 75 65 54 79]
783, [57 71 46 68 49 67 60 63 61 76 61 71 69 53 66 62]
784, [53 72 42 54 47 63 73 69 53 58 86 60 70 74 63 63]
785, [74 57 48 85 42 65 72 68 58 50 66 60 61 68 66 60]
786, [62 70 38 67 42 66 64 62 72 72 43 67 79 70 64 62]
787, [68 63 36 66 71 66 61 64 73 60 69 66 55 55 64 63]
788, [63 67 48 55 46 68 72 57 65 65 73 71 52 69 76 53]
789, [68 74 17 68 62 60 77 57 57 57 54 86 67 76 62 58]
790, [74 61 41 56 56 62 62 71 71 65 61 59 68 60 62 71]
791, [63 66 54 68 44 68 64 67 72 61 70 58 60 56 59 70]
792, [65 72 39 56 58 63 65 73 72 60 57 60 62 62 55 81]
793, [60 62 37 66 55 61 75 69 66 67 67 76 52 63 56 68]
794, [50 71 38 64 55 68 62 62 67 71 70 68 66 62 65 61]
795, [57 59 60 61 51 85 62 62 70 73 66 68 56 55 61 54]
796, [61 83 26 67 55 61 74 66 72 65 52 61 72 50 62 73]
797, [68 78 27 61 74 66 63 60 61 53 62 69 68 58 66 66]
798, [50 72 49 71 55 65 64 71 72 63 64 59 60 59 61 65]
799, [65 65 39 64 48 71 75 67 63 61 64 58 61 69 77 53]
800, [65 73 28 56 73 64 60 55 62 60 73 55 81 70 62 63]
801, [43 71 41 67 53 54 55 64 60 75 69 57 69 81 72 69]
802, [50 71 40 71 58 67 68 64 60 58 68 68 66 65 63 63]
803, [54 59 43 64 54 82 66 73 57 60 84 67 71 57 48 61]
804, [50 75 55 64 49 64 64 63 68 69 65 68 64 59 65 58]
805, [62 67 10 53 85 70 67 58 72 69 65 78 62 53 69 60]
806, [53 70 31 66 47 70 60 64 71 61 88 67 61 56 66 69]
807, [61 73 56 55 49 75 52 68 68 61 64 62 65 71 68 52]
808, [72 64 47 58 44 63 68 64 54 66 73 66 64 62 66 69]
809, [64 72 48 54 55 55 69 66 73 70 74 63 61 58 61 57]
810, [65 63 51 65 54 74 63 61 68 62 55 55 66 62 65 71]
811, [52 58  8 73 84 74 75 65 57 73 52 71 74 56 64 64]
812, [57 65 39 66 69 73 67 57 76 63 62 57 59 76 47 67]
813, [61 61 46 60 47 73 77 66 62 59 55 58 56 71 72 76]
814, [63 62 41 49 57 63 70 73 66 64 63 60 81 56 61 71]
815, [60 56 39 65 77 60 67 66 60 68 74 67 70 70 56 45]
816, [53 56 39 54 46 65 55 74 76 77 74 70 61 69 70 61]
817, [59 58 66 67 57 76 49 56 65 65 78 43 68 57 63 73]
818, [76 59 39 53 37 66 75 72 61 55 66 73 59 82 62 65]
819, [59 79 36 69 50 61 67 67 48 75 78 60 61 62 58 70]
820, [65 58 47 61 59 68 60 67 73 67 70 61 59 62 57 66]
821, [53 51 46 71 64 74 62 56 68 75 60 73 53 60 62 72]
822, [60 67 30 65 62 81 50 68 80 55 58 57 65 62 74 66]
823, [68 58 30 66 74 73 68 70 69 54 73 46 69 70 56 56]
824, [59 78 41 56 57 83 77 51 65 58 58 66 61 59 60 71]
825, [67 61 29 71 60 75 67 60 59 60 77 69 56 64 69 56]
826, [64 58 43 77 39 60 57 66 64 59 63 87 61 66 65 71]
827, [64 68 40 71 63 57 54 66 67 74 49 84 57 60 56 70]
828, [51 73 37 63 56 60 73 53 54 75 61 72 68 63 60 81]
829, [72 69 30 75 64 51 63 51 61 67 75 75 60 64 60 63]
830, [60 71 49 64 53 52 65 61 63 67 76 68 62 58 61 70]
831, [69 73 50 54 49 62 57 65 68 63 70 56 64 76 57 67]
832, [69 55 41 63 64 61 57 57 72 74 61 68 67 72 43 76]
833, [72 71 11 60 78 65 58 57 80 70 62 53 72 60 63 68]
834, [64 64 23 60 66 68 58 57 68 68 66 59 67 74 68 70]
835, [57 69 41 71 51 67 60 51 71 62 72 66 57 62 72 71]
836, [75 63 41 61 59 54 55 57 67 88 59 73 56 64 63 65]
837, [66 69 47 60 59 62 61 60 75 63 66 53 64 67 76 52]
838, [53 56  9 76 78 58 63 71 75 71 66 64 63 64 72 61]
839, [69 76 35 59 52 59 69 64 60 72 58 59 60 56 75 77]
840, [59 65 22 49 72 65 57 72 72 64 58 73 80 56 68 68]
841, [60 47 35 63 52 68 59 44 67 67 62 76 73 87 65 75]
842, [69 55 30 43 72 73 79 66 52 61 72 70 51 79 58 70]
843, [73 60 42 58 68 71 65 65 64 73 59 63 53 64 56 66]
844, [66 70 46 67 56 67 71 59 63 66 69 60 55 73 51 61]
845, [68 69 42 53 54 76 57 85 56 60 59 49 73 59 72 68]
846, [52 77 48 66 55 62 68 61 66 68 71 59 58 69 53 67]
847, [70 65 46 59 54 62 76 49 66 55 64 62 77 81 60 54]
848, [59 75 44 69 50 69 71 75 67 72 69 67 59 51 41 62]
849, [54 86 40 66 60 61 55 74 60 56 62 70 74 62 56 64]
850, [63 70 41 66 66 58 54 67 66 71 73 57 56 61 71 60]
851, [59 68 26 56 71 60 65 62 63 70 72 63 66 64 58 77]
852, [60 59 35 64 57 55 59 56 62 67 77 80 85 69 54 61]
853, [53 61 32 59 60 78 67 68 63 75 76 51 55 75 71 56]
854, [66 69 39 59 54 69 69 58 65 72 65 58 72 55 68 62]
855, [66 57 43 62 43 61 77 62 67 67 71 74 55 63 70 62]
856, [79 61 27 73 59 66 57 57 69 66 57 65 63 68 67 66]
857, [64 61 19 67 67 60 63 65 61 69 60 88 62 59 66 69]
858, [57 64 17 71 76 71 85 53 64 82 56 55 72 54 63 60]
859, [69 58 47 62 48 78 71 43 73 61 61 64 71 68 60 66]
860, [72 60 42 54 57 77 61 65 60 68 65 60 65 61 63 70]
861, [68 63 42 76 55 53 62 61 71 67 59 64 57 65 73 64]
862, [73 72 42 54 47 57 71 55 75 62 60 73 67 58 71 63]
863, [64 61 42 64 57 50 60 82 61 52 57 61 86 71 70 62]
864, [59 58 28 77 65 64 74 56 75 48 71 59 77 68 55 66]
865, [45 69 49 66 69 69 59 73 61 74 56 54 59 65 72 60]
866, [62 75 41 64 49 48 85 60 63 72 60 67 62 66 67 59]
867, [60 54 40 67 70 75 66 59 51 62 68 61 75 70 62 60]
868, [59 63 54 66 60 61 59 74 61 72 59 64 55 59 64 70]
869, [49 70 57 62 45 87 72 56 57 52 51 63 60 79 71 69]
870, [58 61 50 65 66 62 61 52 64 63 69 71 69 54 67 68]
871, [64 71 26 71 58 59 53 64 93 67 66 60 75 54 56 63]
872, [63 55 45 55 45 68 75 58 66 63 56 84 73 71 54 69]
873, [61 50 35 65 63 80 64 70 55 67 62 53 68 64 87 56]
874, [70 59 54 68 48 66 59 77 55 72 74 51 64 58 61 64]
875, [40 69 21 63 87 75 65 54 55 71 67 64 72 60 80 57]
876, [62 70 35 79 60 62 83 69 55 49 49 62 78 52 76 59]
877, [65 63 38 62 57 65 64 64 62 61 73 76 69 58 64 59]
878, [55 67 41 63 63 58 77 59 59 60 68 78 65 58 68 61]
879, [92 70 38 65 66 76 69 53 66 47 59 64 60 48 62 65]
880, [55 64 53 61 35 76 79 66 77 44 55 60 78 66 64 67]
881, [78 50 47 56 57 67 58 83 59 67 71 66 71 45 68 57]
882, [78 66 60 59 45 56 54 53 62 61 67 63 66 71 68 71]
883, [55 71 33 64 57 61 62 68 67 78 61 56 73 56 82 56]
884, [66 73 50 69 43 56 61 55 64 70 63 63 62 65 74 66]
885, [60 63 40 77 46 73 62 68 48 61 63 62 76 58 78 65]
886, [61 62 26 70 79 68 53 64 62 58 65 74 51 74 71 62]
887, [54 59 43 65 40 57 72 77 75 60 50 71 60 87 64 66]
888, [70 56 39 70 40 64 67 64 64 65 78 64 56 66 73 64]
889, [72 54 50 65 58 67 59 64 63 54 66 76 64 63 61 64]
890, [59 74 26 57 61 59 80 71 64 65 73 71 61 63 55 61]
891, [51 68 42 81 47 61 60 69 59 64 68 59 61 68 69 73]
892, [62 70 35 68 58 58 56 74 61 62 58 74 69 75 65 55]
893, [56 54 43 70 46 65 67 66 65 71 58 72 67 76 51 73]
894, [52 71 42 55 57 65 73 61 59 78 66 53 60 60 83 65]
895, [63 55 47 62 64 56 64 51 70 69 72 59 70 71 70 57]
896, [64 57 34 65 70 76 67 65 59 58 69 62 63 64 65 62]
897, [60 73 36 64 65 72 60 61 61 60 77 59 65 52 63 72]
898, [74 62 33 53 71 65 67 63 73 59 57 62 83 59 57 62]
899, [63 63 42 60 48 56 75 67 61 62 71 66 63 71 65 67]
900, [65 62 16 59 80 70 63 63 62 62 64 58 74 72 66 64]
901, [63 86 47 56 51 61 57 52 74 73 59 64 62 62 67 66]
902, [63 69 44 64 54 66 66 53 67 71 66 56 71 57 80 53]
903, [70 65 40 67 66 56 78 61 62 67 55 83 62 47 71 50]
904, [57 55 43 83 64 44 71 65 77 69 54 81 73 59 46 59]
905, [57 47 30 65 69 67 66 71 63 66 68 70 66 69 66 60]
906, [52 68 35 62 66 59 64 64 63 63 78 63 71 54 68 70]
907, [48 52 42 48 58 81 76 55 72 76 60 54 58 73 77 70]
908, [56 64 48 55 51 65 61 61 79 55 77 61 64 70 69 64]
909, [57 55 37 65 64 67 61 72 71 62 59 67 66 67 61 69]
910, [57 64 36 51 63 78 80 54 53 63 73 64 69 68 58 69]
911, [71 70 45 62 75 78 61 70 49 67 60 69 46 53 61 63]
912, [52 64 42 70 67 55 66 59 69 66 74 61 66 50 60 79]
913, [62 82 38 75 64 58 51 63 61 59 59 59 69 61 77 62]
914, [73 49 34 63 68 67 69 48 82 52 66 72 81 67 53 56]
915, [61 67 29 57 66 60 68 63 62 72 75 64 66 68 60 62]
916, [59 74 33 60 67 69 62 73 79 46 76 57 72 62 53 58]
917, [65 65 40 60 48 67 76 51 72 60 72 60 67 63 62 72]
918, [79 65 37 65 67 54 83 59 57 73 63 79 51 58 50 60]
919, [55 53 36 57 69 56 75 69 58 71 71 63 60 83 58 66]
920, [57 71 35 67 59 65 65 68 55 61 75 71 63 63 57 68]
921, [68 76 28 76 67 74 79 55 66 62 67 40 49 72 64 57]
922, [71 70 33 56 67 60 58 50 78 67 61 60 67 84 68 50]
923, [69 56 31 57 68 80 68 69 66 63 63 65 65 48 71 61]
924, [54 79 45 67 58 55 61 59 64 76 59 66 64 63 66 64]
925, [64 57 30 78 62 62 69 51 65 64 55 70 72 80 70 51]
926, [62 65 47 80 58 70 58 55 71 58 71 61 54 68 68 54]
927, [70 76 43 61 68 60 67 60 58 59 55 65 58 67 62 71]
928, [55 61 48 71 55 60 71 62 68 60 68 58 66 74 57 66]
929, [73 61 35 58 73 65 53 72 66 43 73 62 74 64 66 62]
930, [73 66 38 59 54 54 56 60 73 67 61 70 74 64 65 66]
931, [61 64 43 66 63 55 42 60 81 66 73 76 74 67 52 57]
932, [63 66 51 59 63 61 62 61 54 66 75 60 60 61 63 75]
933, [56 71 34 58 69 73 69 61 59 67 59 62 56 63 85 58]
934, [70 63 38 70 58 59 53 62 67 72 56 60 62 86 68 56]
935, [88 48 50 57 62 69 67 51 53 75 64 70 65 68 60 53]
936, [67 62 44 62 62 62 67 51 67 48 80 69 70 70 56 63]
937, [60 70 29 74 73 63 59 67 69 60 57 63 58 63 68 67]
938, [70 71 45 67 58 70 67 65 55 67 65 60 51 61 52 76]
939, [73 61 43 61 63 70 65 53 67 55 63 61 73 73 62 57]
940, [54 71 36 62 80 62 59 62 69 60 64 54 66 63 72 66]
941, [64 54 35 68 46 78 77 76 56 61 71 58 46 67 67 76]
942, [65 73 36 55 62 61 76 58 55 75 66 72 53 61 76 56]
943, [61 62 34 84 61 62 66 63 57 53 62 60 70 68 60 77]
944, [60 47 20 87 91 64 58 63 71 46 60 65 67 66 59 76]
945, [59 56 33 66 58 60 70 57 65 70 79 63 60 68 66 70]
946, [65 62 33 77 83 54 69 50 69 68 59 61 60 73 68 49]
947, [63 66 35 65 52 47 76 63 66 58 59 62 68 65 81 74]
948, [61 73 38 61 37 62 69 66 67 73 71 61 55 78 63 65]
949, [71 85 57 52 53 59 66 70 67 56 51 61 67 65 57 63]
950, [58 65 34 54 52 73 71 72 68 66 67 58 56 74 63 69]
951, [52 63 36 52 50 72 64 71 68 70 63 61 71 72 62 73]
952, [60 61 33 61 56 64 59 69 66 80 64 63 58 71 62 73]
953, [56 70 43 70 49 56 76 56 78 48 78 54 66 66 75 59]
954, [47 66 33 56 85 78 55 64 47 70 65 68 57 82 59 68]
955, [64 64 41 58 57 70 59 57 80 46 70 58 76 66 59 75]
956, [64 82 34 53 59 53 78 64 75 63 67 51 68 69 57 63]
957, [75 70 53 66 53 76 57 58 73 53 63 54 58 60 58 73]
958, [58 65 37 59 59 67 89 61 67 60 57 67 62 61 60 71]
959, [62 56 37 58 69 55 60 70 68 72 62 73 67 64 60 67]
960, [67 67 45 62 54 62 70 60 74 57 66 58 68 50 73 67]
961, [50 60 48 74 39 74 73 78 79 43 54 72 64 68 47 77]
962, [57 70 31 57 63 66 60 70 67 68 63 61 71 60 61 75]
963, [64 53 41 73 47 66 61 59 59 63 77 65 64 83 70 55]
964, [72 60 19 69 99 74 62 57 59 54 65 58 72 55 66 59]
965, [56 61 43 64 59 73 70 45 67 69 62 70 70 60 62 69]
966, [66 56 48 70 48 72 75 66 56 65 59 73 63 64 70 49]
967, [67 63 44 55 46 67 77 82 60 53 70 56 83 63 67 47]
968, [64 68 30 63 54 74 63 69 64 75 59 70 64 70 60 53]
969, [64 74 42 60 48 54 79 67 60 67 65 52 80 59 58 71]
970, [53 56 37 63 60 69 75 61 68 60 65 59 86 64 70 54]
971, [54 60 23 64 59 72 75 62 70 69 65 67 76 52 62 70]
972, [65 53 35 54 43 82 62 60 75 78 51 70 70 65 64 73]
973, [64 59 51 54 52 75 61 67 70 51 67 57 62 69 70 71]
974, [54 76 37 71 72 64 68 61 70 66 61 73 61 61 54 51]
975, [59 67 34 69 70 62 72 69 56 65 72 57 55 57 57 79]
976, [66 66 41 71 63 58 78 58 59 61 66 63 66 76 58 50]
977, [60 60 38 56 52 77 52 66 75 72 54 71 76 68 64 59]
978, [72 70 23 61 61 55 57 62 75 73 59 77 55 67 70 63]
979, [68 48 48 71 56 57 77 54 61 68 57 66 81 63 58 67]
980, [65 55 32 58 60 74 75 58 59 77 69 63 61 69 62 63]
981, [57 55 32 72 64 77 63 49 63 44 70 67 68 74 76 69]
982, [70 58 39 63 53 60 64 61 67 67 68 63 67 62 69 69]
983, [79 75 49 71 49 64 53 55 57 51 71 63 61 84 65 53]
984, [61 65 14 64 69 62 58 55 69 61 64 76 71 64 68 79]
985, [56 57 49 55 65 65 71 61 59 61 66 61 63 63 77 71]
986, [69 69 25 60 66 72 58 65 69 68 76 66 68 57 49 63]
987, [68 62 44 69 44 71 55 66 62 71 60 63 71 63 74 57]
988, [51 59 36 70 67 63 77 74 83 51 52 65 55 63 70 64]
989, [74 59 31 68 64 57 68 68 58 64 66 59 76 55 62 71]
990, [76 70 54 65 59 60 64 64 56 62 66 56 57 73 50 68]
991, [61 62 39 55 53 65 81 62 68 70 75 70 60 50 58 71]
992, [64 57 28 58 72 52 77 51 66 61 62 81 66 76 67 62]
993, [60 72 29 55 60 74 62 67 75 61 58 59 73 65 69 61]
994, [67 75 36 72 52 58 59 67 78 62 55 57 61 53 77 71]
995, [53 58 41 73 59 50 70 64 72 61 65 64 62 79 59 70]
996, [68 60 52 63 48 56 74 72 60 68 64 65 68 61 68 53]
997, [52 67 25 72 70 56 72 67 58 60 74 62 57 73 63 72]
998, [58 72 30 72 68 59 60 67 53 64 71 61 59 56 82 68]
999, [51 68 34 70 59 59 65 68 83 72 56 59 59 75 65 57]
